ID,OBO ID,Label,ParentIRI,Definition,definition ref,Namespace,Class Type,Exact Synonym,DbXref
GAZ:00006899,GAZ:00006899,Myanmar,GAZ:00000465,"A country in South East Asia that is bordered by China on the north, Laos on the east, Thailand on the southeast, Bangladesh on the west, and India on the northwest, with the Bay of Bengal to the southwest. Myanmar is divided into seven states and seven divisions. The administrative divisions are further subdivided into districts, which are further subdivided into townships, wards, and villages.",url:https://en.wikipedia.org/wiki/Myanmar,gaz,subclass,,wikidata:Q836
GAZ:00001096,GAZ:00001096,Namibia,GAZ:00000457,"A country in southern Africa on the Atlantic coast. It shares borders with Angola and Zambia to the north, Botswana to the east, and South Africa to the south. Namibia is divided into 13 regions and subdivided into 102 constituencies.",url:http://en.wikipedia.org/wiki/Namibia,gaz,subclass,,wikidata:Q1030
GAZ:00006900,GAZ:00006900,Nauru,GAZ:07000070,"An island nation in the Micronesian South Pacific. The nearest neighbour is Banaba Island in the Republic of Kiribati, 300 km due east. Nauru is divided into fourteen administrative districts which are grouped into eight electoral constituencies.",url:http://en.wikipedia.org/wiki/Nauru,gaz,subclass,,wikidata:Q697
GAZ:00004399,GAZ:00004399,Nepal,GAZ:00000465,"A landlocked nation in South Asia. It is bordered by the Tibet Autonomous Region of the People's Republic of China to the northeast and India to the south and west; it is separated from Bhutan by the Indian State of Sikkim and from Bangladesh by a small strip of the Indian State of West Bengal, known as the ""Chicken's Neck"". The Himalaya mountain range runs across Nepal's north and western parts, and eight of the world's ten highest mountains, including the highest, Mount Everest are situated within its territory. Nepal is divided into 14 zones and 75 districts, grouped into 5 development regions.",url:http://en.wikipedia.org/wiki/Nepal,gaz,subclass,,wikidata:Q837
GAZ:00001549,GAZ:00001549,Netherlands,GAZ:00000464,"The European part of the Kingdom of the Netherlands. It is bordered by the North Sea to the north and west, Belgium to the south, and Germany to the east. The Netherlands is divided into twelve administrative regions, called provinces. All provinces of the Netherlands are divided into municipalities (gemeenten), together 443 (2007).",url:http://en.wikipedia.org/wiki/Netherlands,gaz,subclass,Kingdom of the Netherlands,wikidata:Q55
GAZ:00000469,GAZ:00000469,New Zealand,GAZ:00000468,"A nation in the south-western Pacific Ocean comprising two large islands (the North Island and the South Island) and numerous smaller islands, most notably Stewart Island/Rakiura and the Chatham Islands.",url:http://en.wikipedia.org/wiki/New_zealand,gaz,subclass,,wikidata:Q664
GAZ:00002978,GAZ:00002978,Nicaragua,GAZ:00000458,"A republic in Central America. It is also the least densely populated with a demographic similar in size to its smaller neighbors. The country is bordered by Honduras to the north and by Costa Rica to the south. The Pacific Ocean lies to the west of the country, while the Caribbean Sea lies to the east. For administrative purposes it is divided into 15 departments (departamentos) and two self-governing regions (autonomous communities) based on the Spanish model. The departments are then subdivided into 153 municipios (municipalities). The two autonomous regions are Region Autonoma del Atlantico Norte and Region Autonoma del Atlantico Sur, often referred to as RAAN and RAAS, respectively. Until they were granted autonomy in 1985 they formed the single department of Zelaya.",url:http://en.wikipedia.org/wiki/Nicaragua,gaz,subclass,,wikidata:Q811
GAZ:00000585,GAZ:00000585,Niger,GAZ:00000457,"A landlocked country in Western Africa, named after the Niger River. It borders Nigeria and Benin to the south, Burkina Faso and Mali to the west, Algeria and Libya to the north and Chad to the east. The capital city is Niamey. Niger is divided into 7 departments and one capital district. The departments are subdivided into 36 arrondissements and further subdivided into 129 communes.",url:http://en.wikipedia.org/wiki/Niger,gaz,subclass,,wikidata:Q1032
GAZ:00000912,GAZ:00000912,Nigeria,GAZ:00000457,"A federal constitutional republic comprising thirty-six states and one Federal Capital Territory. The country is located in West Africa and shares land borders with the Republic of Benin in the west, Chad and Cameroon in the east, and Niger in the north. Its coast lies on the Gulf of Guinea, part of the Atlantic Ocean, in the south. The capital city is Abuja. Nigeria is divided into thirty-six states and one Federal Capital Territory, which are further sub-divided into 774 Local Government Areas (LGAs).",url:http://en.wikipedia.org/wiki/Nigeria,gaz,subclass,,wikidata:Q1033
GAZ:00002638,GAZ:00002638,Northern Ireland,GAZ:00002637,"One of the four countries of the United Kingdom. Situated in the north-east of the island of Ireland, it shares a border with the Republic of Ireland to the south and west.",url:http://en.wikipedia.org/wiki/Northern_ireland,,,,
GAZ:00002801,GAZ:00002801,North Korea,GAZ:00000465,"A state in East Asia in the northern half of the Korean Peninsula, with its capital in the city of Pyongyang. To the south and separated by the Korean Demilitarized Zone is South Korea, with which it formed one nation until division following World War II. At its northern Amnok River border are China and, separated by the Tumen River in the extreme north-east, Russia.",url:http://en.wikipedia.org/wiki/North_Korea,gaz,subclass,,wikidata:Q423
GAZ:00006895,GAZ:00006895,Macedonia,GAZ:00000464,"A landlocked country on the Balkan peninsula in southeastern Europe. It is bordered by Serbia and Kosovo to the north, Albania to the west, Greece to the south, and Bulgaria to the east. In 2004-08, the Republic of Macedonia was reorganised into 85 municipalities (opstini; singular opstina), 10 of which comprise Greater Skopje. This is reduced from the previous 123 municipalities established in 1996-09. Prior to this, local government was organised into 34 administrative districts.",url:http://en.wikipedia.org/wiki/Republic_of_Macedonia,gaz,subclass,Macedonia,wikidata:Q221
GAZ:00002699,GAZ:00002699,Norway,GAZ:00000464,"A country and constitutional monarchy in Northern Europe that occupies the western portion of the Scandinavian Peninsula. It is bordered by Sweden, Finland, and Russia. The Kingdom of Norway also includes the Arctic island territories of Svalbard and Jan Mayen. Norwegian sovereignty over Svalbard is based upon the Svalbard Treaty, but that treaty does not apply to Jan Mayen. Bouvet Island in the South Atlantic Ocean and Peter I Island and Queen Maud Land in Antarctica are external dependencies, but those three entities do not form part of the kingdom.",url:http://en.wikipedia.org/wiki/Norway,gaz,subclass,Kingdom of Norway,wikidata:Q20
GAZ:00005283,GAZ:00005283,Oman,GAZ:00000465,"A country in southwest Asia, on the southeast coast of the Arabian Peninsula. It borders the United Arab Emirates on the northwest, Saudi Arabia on the west, and Yemen on the southwest. The coast is formed by the Arabian Sea on the south and east, and the Gulf of Oman on the northeast. The country also contains Madha, an exclave enclosed by the United Arab Emirates, and Musandam, an exclave also separated by Emirati territory. Oman is divided into four governorates (muhafazah) and five regions (mintaqat). The regions are subdivided into provinces (wilayat).",url:http://en.wikipedia.org/wiki/Oman,gaz,subclass,,wikidata:Q842
GAZ:00005246,GAZ:00005246,Pakistan,GAZ:00000465,"A country in Middle East which lies on the Iranian Plateau and some parts of South Asia. It is located in the region where South Asia converges with Central Asia and the Middle East. It has a 1,046 km coastline along the Arabian Sea in the south, and is bordered by Afghanistan and Iran in the west, India in the east and China in the far northeast. Pakistan is subdivided into four provinces and two territories. In addition, the portion of Kashmir that is administered by the Pakistani government is divided into two separate administrative units. The provinces are divided into a total of 105 zillas (districts). A zilla is further subdivided into tehsils (roughly equivalent to counties). Tehsils may contain villages or municipalities. There are over five thousand local governments in Pakistan.",url:http://en.wikipedia.org/wiki/Pakistan,gaz,subclass,,wikidata:Q843
GAZ:00006905,GAZ:00006905,Palau,GAZ:00000468,A nation that consists of eight principal islands and more than 250 smaller ones lying roughly 500 miles southeast of the Philippines.,url:http://en.wikipedia.org/wiki/Geography_of_Palau,gaz,subclass,,wikidata:Q695
GAZ:22222475,GAZ:22222475,Palestine,GAZ:00000465,"A sovereign state officially recognized as the State of Palestine by the United Nations and other entities, is a de jure sovereign state in Western Asia. ",url:https://en.wikipedia.org/wiki/State_of_Palestine,gaz,subclass,,wikidata:Q1176995
GAZ:00002892,GAZ:00002892,Panama,GAZ:00000458,"The southernmost country of Central America. Situated on an isthmus, some categorize it as a transcontinental nation connecting the north and south part of America. It borders Costa Rica to the north-west, Colombia to the south-east, the Caribbean Sea to the north and the Pacific Ocean to the south. Panama's major divisions are nine provinces and five indigenous territories (comarcas indigenas). The provincial borders have not changed since they were determined at independence in 1903. The provinces are divided into districts, which in turn are subdivided into sections called corregimientos. Configurations of the corregimientos are changed periodically to accommodate population changes as revealed in the census reports.",url:http://en.wikipedia.org/wiki/Panama,gaz,subclass,,wikidata:Q804
GAZ:00003922,GAZ:00003922,Papua New Guinea,GAZ:07000070,"A country in the southwestern Pacific, encompasses the eastern half of New Guinea and its offshore islands. ",url:https://www.google.com/search?client=safari&rls=en&q=Papua+New+Guinea&ie=UTF-8&oe=UTF-8,gaz,subclass,,wikidata:Q691
GAZ:00002933,GAZ:00002933,Paraguay,GAZ:00000459,"A landlocked country in South America. It lies on both banks of the Paraguay River, bordering Argentina to the south and southwest, Brazil to the east and northeast, and Bolivia to the northwest, and is located in the very heart of South America. Paraguay consists of seventeen departments and one capital district (distrito capital). Each department is divided into districts.",url:http://en.wikipedia.org/wiki/Paraguay,gaz,subclass,,wikidata:Q733
GAZ:00002932,GAZ:00002932,Peru,GAZ:00000459,"A country in western South America. It is bordered on the north by Ecuador and Colombia, on the east by Brazil, on the southeast by Bolivia, on the south by Chile, and on the west by the Pacific Ocean. Peru is divided into 25 regions and the province of Lima. These regions are subdivided into provinces, which are composed of districts (provincias and distritos). There are 195 provinces and 1833 districts in Peru. The Lima Province, located in the central coast of the country, is unique in that it doesn't belong to any of the twenty-five regions. The city of Lima, which is the nation's capital, is located in this province. Callao is its own region, even though it only contains one province, the Constitutional Province of Callao.",url:http://en.wikipedia.org/wiki/Peru,gaz,subclass,,wikidata:Q419
GAZ:00004525,GAZ:00004525,Philippines,GAZ:00000465,"An archipelagic nation located in Southeast Asia. The Philippine archipelago comprises 7,107 islands in the western Pacific Ocean, bordering countries such as Indonesia, Malaysia, Palau and the Republic of China, although it is the only Southeast Asian country to share no land borders with its neighbors. The Philippines is divided into three island groups: Luzon, Visayas, and Mindanao. These are divided into 17 regions, 81 provinces, 136 cities, 1,494 municipalities and 41,995 barangays.",url:http://en.wikipedia.org/wiki/The_Philippines,gaz,subclass,The Philippines,wikidata:Q928
GAZ:00002939,GAZ:00002939,Poland,GAZ:00000464,"A country in Central Europe. Poland is bordered by Germany to the west; the Czech Republic and Slovakia to the south; Ukraine, Belarus and Lithuania to the east; and the Baltic Sea and Kaliningrad Oblast, a Russian exclave, to the north. The administrative division of Poland since 1999 has been based on three levels of subdivision. The territory of Poland is divided into voivodeships (provinces); these are further divided into powiats (counties), and these in turn are divided into gminas (communes or municipalities). Major cities normally have the status of both gmina and powiat. Poland currently has 16 voivodeships, 379 powiats (including 65 cities with powiat status), and 2,478 gminas.",url:http://en.wikipedia.org/wiki/Poland,gaz,subclass,,wikidata:Q36
GAZ:00002944,GAZ:00002944,Portugal,GAZ:00000464,"A country in southwestern Europe on the Iberian Peninsula and including the Atlantic archipelagos of the Azores and Madeira are also part of Portugal. Portugal is divided into 308 municipalities (Portuguese singular/plural: concelho/concelhos), which are subdivided into more than 4,000 parishes (freguesia/freguesias). Municipalities are grouped for administrative purposes into superior units. For continental Portugal the municipalities are gathered in 18 Districts, while the Islands have a Regional Government directly above them.",url:http://en.wikipedia.org/wiki/Portugal,gaz,subclass,Portuguese Republic,wikidata:Q45
GAZ:00005286,GAZ:00005286,Qatar,GAZ:00000465,"An Arab emirate in Southwest Asia, occupying the small Qatar Peninsula on the northeasterly coast of the larger Arabian Peninsula. It is bordered by Saudi Arabia to the south; otherwise the Persian Gulf surrounds the state. Qatar is divided into ten municipalities (Arabic: baladiyah), which are further divided into zones (districts).",url:http://en.wikipedia.org/wiki/Qatar,gaz,subclass,,wikidata:Q846
GAZ:00006896,GAZ:00006896,Republic of Maldives,GAZ:07000070,"An island nation, officially the Republic of Maldives, is an archipelagic country in the Indian subcontinent of Asia, situated in the Indian Ocean.",url:https://www.google.com/search?client=safari&rls=en&q=Republic+of+Maldives&ie=UTF-8&oe=UTF-8,gaz,subclass,Maldives,wikidata:Q826
GAZ:00001088,GAZ:00001088,Republic of Congo,GAZ:00000457,"A country in Central Africa. It is bordered by Gabon, Cameroon, the Central African Republic, the Democratic Republic of the Congo, the Angolan exclave province of Cabinda, and the Gulf of Guinea. The Republic of the Congo is divided into 10 regions (regions) and one commune, the capital Brazzaville. The regions are subdivided into forty-six districts.",url:http://en.wikipedia.org/wiki/Republic_of_Congo,gaz,subclass,,wikidata:Q971
GAZ:00002951,GAZ:00002951,Romania,GAZ:00000464,"A country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania has a stretch of sea coast along the Black Sea. It is located roughly in the lower basin of the Danube and almost all of the Danube Delta is located within its territory. Romania is divided into forty-one counties (judete), as well as the municipality of Bucharest (Bucuresti) - which is its own administrative unit. The country is further subdivided into 319 cities and 2686 communes (rural localities).",url:http://en.wikipedia.org/wiki/Romania,gaz,subclass,,wikidata:Q218
GAZ:00002721,GAZ:00002721,Russia,GAZ:00000464,"A transcontinental country extending over much of northern Eurasia. Russia shares land borders with the following countries (counter-clockwise from northwest to southeast): Norway, Finland, Estonia, Latvia, Lithuania (Kaliningrad Oblast), Poland (Kaliningrad Oblast), Belarus, Ukraine, Georgia, Azerbaijan, Kazakhstan, China, Mongolia and North Korea. The Russian Federation comprises 83 federal subjectsm 46 oblasts(provinces), 21 republics, 9 krais (territories), 4 autonomous okrugs (autonomous districts), one autonomous oblast, and two federal cities. The federal subjects are grouped into seven federal districts. These subjects are divided into districts (raions), cities/towns and urban-type settlements, and, at level 4, selsovets (rural councils), towns and urban-type settlements under the jurisdiction of the district and city districts.",url:http://en.wikipedia.org/wiki/Russia,gaz,subclass,,wikidata:Q159
GAZ:00001087,GAZ:00001087,Rwanda,GAZ:00000457,"A small landlocked country in the Great Lakes region of east-central Africa, bordered by Uganda, Burundi, the Democratic Republic of the Congo and Tanzania. Rwanda is divided into five provinces (intara) and subdivided into thirty districts (akarere). The districts are divided into sectors (imirenge).",url:http://en.wikipedia.org/wiki/Rwanda,gaz,subclass,,wikidata:Q1037
GAZ:00006906,GAZ:00006906,Saint Kitts-Nevis,GAZ:07000070,"A federal two-island nation in the West Indies. Located in the Leeward Islands. Saint Kitts and Nevis are geographically part of the Leeward Islands. To the north-northwest lie the islands of Saint Eustatius, Saba, Saint Barthelemy, and Saint-Martin/Sint Maarten. To the east and northeast are Antigua and Barbuda, and to the southeast is the small uninhabited island of Redonda, and the island of Montserrat. The federation of Saint Kitts and Nevis is divided into fourteen parishes: nine divisions on Saint Kitts and five on Nevis.",url:http://en.wikipedia.org/wiki/Federation_of_Saint_Kitts_and_Nevis,gaz,subclass,Saint Kitts and Nevis,wikidata:Q763
GAZ:00006909,GAZ:00006909,Saint Lucia,GAZ:07000070,An island nation in the eastern Caribbean Sea on the boundary with the Atlantic Ocean.,url:http://en.wikipedia.org/wiki/St_Lucia,gaz,subclass,,wikidata:Q760
GAZ:02000565,GAZ:02000565,Saint Vincent and the Grenadines,GAZ:07000070,An island nation in the Lesser Antilles chain of the Caribbean Sea.,url:http://en.wikipedia.org/wiki/Saint_Vincent_and_the_Grenadines,gaz,subclass,,wikidata:Q757
GAZ:00006910,GAZ:00006910,Samoa,GAZ:07000070,A country governing the western part of the Samoan Islands archipelago in the South Pacific Ocean. Samoa is made up of eleven itumalo (political districts).,url:http://en.wikipedia.org/wiki/Samoa,gaz,subclass,,wikidata:Q683
GAZ:00003102,GAZ:00003102,San Marino,GAZ:00000464,"A country in the Apennine Mountains. It is a landlocked enclave, completely surrounded by Italy. San Marino is an enclave in Italy, on the border between the regioni of Emilia Romagna and Marche. Its topography is dominated by the Apennines mountain range. San Marino is divided into nine municipalities, known locally as Castelli (singular castello).",url:http://en.wikipedia.org/wiki/San_marino,gaz,subclass,,wikidata:Q238
GAZ:00006927,GAZ:00006927,Sao Tome and Principe,GAZ:07000070,"An island nation in the Gulf of Guinea, off the western equatorial coast of Africa. It consists of two islands: Sao Tome and Principe, located about 140 km apart and about 250 and 225 km respectively, off of the northwestern coast of Gabon. Both islands are part of an extinct volcanic mountain range. Sao Tome and Principe is divided into 2 provinces: Principe, Sao Tome. The provinces are further divided into seven districts, six on Sao Tome and one on Principe (with Principe having self-government since 1995-04-29).",url:http://en.wikipedia.org/wiki/Sao_Tome_and_Principe,gaz,subclass,,wikidata:Q1039
GAZ:00005279,GAZ:00005279,Saudi Arabia,GAZ:00000465,"A country on the Arabian Peninsula. It is bordered by Jordan on the northwest, Iraq on the north and northeast, Kuwait, Qatar, Bahrain, and the United Arab Emirates on the east, Oman on the southeast, and Yemen on the south. The Persian Gulf lies to the northeast and the Red Sea to its west. Saudi Arabia is divided into 13 provinces or regions (manatiq; singular mintaqah). Each is then divided into Governorates.",url:http://en.wikipedia.org/wiki/Saudi_arabia,gaz,subclass,,wikidata:Q851
GAZ:00002639,GAZ:00002639,Scotland,GAZ:00002637,"A country that is part of the United Kingdom. Occupying the northern third of the island of Great Britain, it shares a border with England to the south and is bounded by the North Sea to the east, the Atlantic Ocean to the north and west, and the North Channel and Irish Sea to the southwest. In addition to the mainland, Scotland includes over 790 islands including the Northern Isles and the Hebrides.",url:http://en.wikipedia.org/wiki/Scotland,,,,
GAZ:00000913,GAZ:00000913,Senegal,GAZ:00000457,"A country south of the Senegal River in western Africa. Senegal is bounded by the Atlantic Ocean to the west, Mauritania to the north, Mali to the east, and Guinea and Guinea-Bissau to the south. The Gambia lies almost entirely within Senegal, surrounded on the north, east and south; from its western coast Gambia's territory follows the Gambia River more than 300 km inland. Dakar is the capital city of Senegal, located on the Cape Verde Peninsula on the country's Atlantic coast. Senegal is subdivided into 11 regions and further subdivided into 34 Departements, 103 Arrondissements (neither of which have administrative function) and by Collectivites Locales.",url:http://en.wikipedia.org/wiki/Senegal,gaz,subclass,,wikidata:Q1041
GAZ:00002957,GAZ:00002957,Serbia,GAZ:00000464,"A landlocked country in Central and Southeastern Europe, covering the southern part of the Pannonian Plain and the central part of the Balkan Peninsula. It is bordered by Hungary to the north; Romania and Bulgaria to the east; Republic of Macedonia, Montenegro to the south; Croatia and Bosnia and Herzegovina to the west. The capital is Belgrade. Serbia is divided into 29 districts plus the City of Belgrade. The districts and the city of Belgrade are further divided into municipalities. Serbia has two autonomous provinces: Kosovo and Metohija in the south (5 districts, 30 municipalities), and Vojvodina in the north (7 districts, 46 municipalities).",url:http://en.wikipedia.org/wiki/Serbia,gaz,subclass,,wikidata:Q403
GAZ:00005821,GAZ:00005821,Seychelles,GAZ:07000070,An archipelagic island country in the Indian Ocean at the eastern edge of the Somali Sea. It consists of 115 islands.,url:https://en.wikipedia.org/wiki/Seychelles,gaz,subclass,,wikidata:Q1042
GAZ:00000914,GAZ:00000914,Sierra Leone,GAZ:00000457,"A country in West Africa. It is bordered by Guinea in the north and east, Liberia in the southeast, and the Atlantic Ocean in the southwest and west. The Republic of Sierra Leone is composed of 3 provinces and one area called the Western Area; the provinces are further divided into 12 districts. The Western Area is also divided into 2 districts.",url:http://en.wikipedia.org/wiki/Sierra_Leone,gaz,subclass,,wikidata:Q1044
GAZ:00003923,GAZ:00003923,Singapore,GAZ:00000465,"An island nation located at the southern tip of the Malay Peninsula. It lies 137 km north of the Equator, south of the Malaysian State of Johor and north of Indonesia's Riau Islands. Singapore consists of 63 islands, including mainland Singapore. There are two man-made connections to Johor, Malaysia, Johor-Singapore Causeway in the north, and Tuas Second Link in the west. Since 2001-11-24, Singapore has had an administrative subdivision into 5 districts. It is also divided into five Regions, urban planning subdivisions with no administrative role.",url:http://en.wikipedia.org/wiki/Singapore,gaz,subclass,,wikidata:Q334
GAZ:00002956,GAZ:00002956,Slovak Republic,GAZ:00000464,"A landlocked country in Central Europe. The Slovak Republic borders the Czech Republic and Austria to the west, Poland to the north, Ukraine to the east and Hungary to the south. The largest city is its capital, Bratislava. Slovakia is subdivided into 8 kraje (singular - kraj, usually translated as regions. The kraje are subdivided into many okresy (singular okres, usually translated as districts). Slovakia currently has 79 districts.",url:http://en.wikipedia.org/wiki/Slovakia,gaz,subclass,Slovakia,wikidata:Q214
GAZ:00002955,GAZ:00002955,Slovenia,GAZ:00000464,"A country in southern Central Europe bordering Italy to the west, the Adriatic Sea to the southwest, Croatia to the south and east, Hungary to the northeast, and Austria to the north. The capital of Slovenia is Ljubljana. As of 2005-05 Slovenia is divided into 12 statistical regions for legal and statistical purposes. Slovenia is divided into 210 local municipalities, eleven of which have urban status.",url:http://en.wikipedia.org/wiki/Slovenia,gaz,subclass,,wikidata:Q215
GAZ:00005275,GAZ:00005275,Solomon Islands,GAZ:07000070,"A nation in Melanesia, east of Papua New Guinea, consisting of nearly one thousand islands. Together they cover a land mass of 28,400 km2. The capital is Honiara, located on the island of Guadalcanal.",url:http://en.wikipedia.org/wiki/Solomon_islands,gaz,subclass,,wikidata:Q685
GAZ:00001104,GAZ:00001104,Somalia,GAZ:00000457,"A country located in the Horn of Africa. It is bordered by Djibouti to the northwest, Kenya on its southwest, the Gulf of Aden with Yemen on its north, the Indian Ocean at its east, and Ethiopia to the west. Prior to the civil war, Somalia was divided into eighteen regions (gobollada, singular gobol), which were in turn subdivided into districts. On a de facto basis, northern Somalia is now divided up among the quasi-independent states of Puntland, Somaliland, Galmudug and Maakhir.",url:http://en.wikipedia.org/wiki/Somalia,gaz,subclass,,wikidata:Q1045
GAZ:00000553,GAZ:00000553,Republic of South Africa,GAZ:00000457,"A country located at the southern tip of Africa. It borders the Atlantic and Indian oceans and Namibia, Botswana, Zimbabwe, Mozambique, Swaziland, and Lesotho, an independent enclave surrounded by South African territory. It is divided into nine provinces which are further subdivided into 52 districts: 6 metropolitan and 46 district municipalities. The 46 district municipalities are further subdivided into 231 local municipalities. The district municipalities also contain 20 district management areas (mostly game parks) that are directly governed by the district municipalities. The six metropolitan municipalities perform the functions of both district and local municipalities.",url:http://en.wikipedia.org/wiki/South_africa,gaz,subclass,South Africa,wikidata:Q258
GAZ:00002802,GAZ:00002802,South Korea,GAZ:00000465,"A republic in East Asia, occupying the southern half of the Korean Peninsula. South Korea is divided into 8 provinces (do), 1 special autonomous province (teukbyeol jachido), 6 metropolitan cities (gwangyeoksi), and 1 special city (teukbyeolsi). These are further subdivided into a variety of smaller entities, including cities (si), counties (gun), districts (gu), towns (eup), townships (myeon), neighborhoods (dong) and villages (ri).",url:http://en.wikipedia.org/wiki/South_korea,gaz,subclass,,wikidata:Q884
GAZ:00000591,GAZ:00000591,Spain,GAZ:00000464,"A country located in southwestern Europe on the Iberian Peninsula, plus the Balearic Islands in the Mediterranean, the Canary Islands in the Atlantic Ocean off the African coast, and two autonomous cities in North Africa that border Morocco. Spain is politically organized into 17 Autonomous Communities (comunidades autonomas) and 2 autonomous cities (ciudades autonomas) - Ceuta and Melilla. Administratively Spain also comprises fifty provinces. Seven autonomous communities are composed of only one province: Asturias, Balearic Islands, Cantabria, La Rioja, Madrid, Murcia, and Navarre. Historically, some provinces are also divided into comarcas (roughly equivalent to a US ""county"" or an English district). The lowest administrative division of Spain is the municipality (municipio).",url:http://en.wikipedia.org/wiki/Spain,gaz,subclass,Kingdom of Spain,wikidata:Q29
GAZ:00003924,GAZ:00003924,Sri Lanka,GAZ:00000465,"An island nation in South Asia, located about 31 km off the southern coast of India. Sri Lanka is divided into 9 provinces and 25 districts. Districts are divided into Divisional Secretariats.",url:http://en.wikipedia.org/wiki/Sri_Lanka,gaz,subclass,,wikidata:Q854
GAZ:00000560,GAZ:00000560,Sudan,GAZ:00000457,"A country in North Africa. It is bordered by Egypt to the north, the Red Sea to the northeast, Eritrea and Ethiopia to the east, Kenya and Uganda to the southeast, Democratic Republic of the Congo and the Central African Republic to the southwest, Chad to the west and Libya to the northwest. Sudan is divided into twenty-six states (wilayat, singular wilayah) which in turn are subdivided into 133 districts.",url:http://en.wikipedia.org/wiki/Sudan,gaz,subclass,,wikidata:Q1049
GAZ:00002525,GAZ:00002525,Suriname,GAZ:00000459,"A country in northern South America. It is situated between French Guiana to the east and Guyana to the west. The southern border is shared with Brazil and the northern border is the Atlantic coast. The southernmost border with French Guiana is disputed along the Marowijne river. Suriname is divided into 10 districts, each of which is divided into Ressorten.",url:http://en.wikipedia.org/wiki/Suriname,gaz,subclass,,wikidata:Q730
GAZ:00002729,GAZ:00002729,Sweden,GAZ:00000464,"A Nordic country on the Scandinavian Peninsula in Northern Europe. It has borders with Norway (west and north) and Finland (northeast). Sweden is a unitary state, currently divided into twenty-one counties (lan). Each county further divides into a number of municipalities or kommuner, with a total of 290 municipalities in 2004.",url:http://en.wikipedia.org/wiki/Sweden,gaz,subclass,,wikidata:Q34
GAZ:00002941,GAZ:00002941,Switzerland,GAZ:00000464,"A federal republic in Europe. Switzerland is bordered by Germany, France, Italy, Austria and Liechtenstein. The Swiss Confederation consists of 26 cantons. The Cantons comprise a total of 2,889 municipalities. Within Switzerland there are two enclaves: Busingen belongs to Germany, Campione d'Italia belongs to Italy.",url:http://en.wikipedia.org/wiki/Switzerland,gaz,subclass,,wikidata:Q39
GAZ:00002474,GAZ:00002474,Syria,GAZ:00000465,"A country in Southwest Asia, bordering Lebanon, the Mediterranean Sea and the island of Cyprus to the west, Israel to the southwest, Jordan to the south, Iraq to the east, and Turkey to the north. Syria has fourteen governorates, or muhafazat (singular: muhafazah). The governorates are divided into sixty districts, or manatiq (singular: mintaqah), which are further divided into sub-districts, or nawahi (singular: nahia).",url:http://en.wikipedia.org/wiki/Syria,gaz,subclass,,wikidata:Q858
GAZ:00005341,GAZ:00005341,Taiwan,GAZ:07000070,"An island country in East Asia. It shares maritime borders with the People's Republic of China (PRC) to the northwest, Japan to the northeast, and the Philippines to the south.",url:https://en.wikipedia.org/wiki/Taiwan,gaz,subclass,Republic of China,wikidata:Q865
GAZ:00006912,GAZ:00006912,Tajikistan,GAZ:00000465,"A mountainous landlocked country in Central Asia. Afghanistan borders to the south, Uzbekistan to the west, Kyrgyzstan to the north, and People's Republic of China to the east. Tajikistan consists of 4 administrative divisions. These are the provinces (viloyat) of Sughd and Khatlon, the autonomous province of Gorno-Badakhshan (abbreviated as GBAO), and the Region of Republican Subordination (RRP, Raiony Respublikanskogo Podchineniya in Russian; formerly known as Karotegin Province). Each region is divided into several districts (nohiya or raion).",url:http://en.wikipedia.org/wiki/Tajikistan,gaz,subclass,,wikidata:Q863
GAZ:00001103,GAZ:00001103,Tanzania,GAZ:00000457,"A country in East Africa bordered by Kenya and Uganda on the north, Rwanda, Burundi and the Democratic Republic of the Congo on the west, and Zambia, Malawi and Mozambique on the south. To the east it borders the Indian Ocean. Tanzania is divided into 26 regions (mkoa), twenty-one on the mainland and five on Zanzibar (three on Unguja, two on Pemba). Ninety-eight districts (wilaya), each with at least one council, have been created to further increase local authority; the councils are also known as local government authorities. Currently there are 114 councils operating in 99 districts; 22 are urban and 92 are rural. The 22 urban units are further classified as city councils (Dar es Salaam and Mwanza), municipal councils (Arusha, Dodoma, Iringa, Kilimanjaro, Mbeya, Morogoro, Shinyanga, Tabora, and Tanga) or town councils (the remaining eleven communities).",url:http://en.wikipedia.org/wiki/Tanzania#Regions_and_districts,gaz,subclass,,wikidata:Q924
GAZ:00003744,GAZ:00003744,Thailand,GAZ:00000465,"A country in Southeast Asia. To its east lie Laos and Cambodia; to its south, the Gulf of Thailand and Malaysia; and to its west, the Andaman Sea and Burma. Its capital and largest city is Bangkok. Thailand is divided into 75 provinces (changwat), which are gathered into 5 groups of provinces by location. There are also 2 special governed districts: the capital Bangkok (Krung Thep Maha Nakhon) and Pattaya, of which Bangkok is at provincial level and thus often counted as a 76th province.",url:http://en.wikipedia.org/wiki/Thailand,gaz,subclass,,wikidata:Q869
GAZ:00006913,GAZ:00006913,Timor-Leste,GAZ:00000465,"A country in Southeast Asia. It comprises the eastern half of the island of Timor, the nearby islands of Atauro and Jaco, and Oecussi-Ambeno, an exclave on the northwestern side of the island, within Indonesian West Timor. The small country of 15,410 km2 is located about 640 km northwest of Darwin, Australia. East Timor is divided into thirteen administrative districts, are subdivided into 65 subdistricts, 443 sucos and 2,336 towns, villages and hamlets.",url:http://en.wikipedia.org/wiki/East_Timor,gaz,subclass,,wikidata:Q574
